TermID	padj	species
Clathrin/coatomer adaptor, adaptin-like, N-terminal	1.3700299568083696e-4	Athaliana
Copper amine oxidase, N-terminal	1.3700299568083696e-4	Athaliana
Copper amine oxidase, N3-terminal	1.3700299568083696e-4	Athaliana
Exoribonuclease, PH domain 2 superfamily	1.3700299568083696e-4	Athaliana
Exoribonuclease, phosphorolytic domain 1	1.3700299568083696e-4	Athaliana
Glycoside hydrolase superfamily	1.3845343935791815e-4	Athaliana
Calcium uniporter protein, C-terminal	1.416326550495353e-4	Athaliana
ClpP, histidine active site	1.416326550495353e-4	Athaliana
Dehydrogenase, E1 component	1.416326550495353e-4	Athaliana
DNA recombination and repair protein Rad51-like, C-terminal	1.416326550495353e-4	Athaliana
Hexokinase, N-terminal	1.416326550495353e-4	Athaliana
Initiation factor 2B-like, C-terminal	1.416326550495353e-4	Athaliana
Initiation factor 2B-related	1.416326550495353e-4	Athaliana
Long-chain fatty acid CoA synthetase, eukaryotic	1.416326550495353e-4	Athaliana
MCU family	1.416326550495353e-4	Athaliana
Proteasomal ATPase OB C-terminal domain	1.416326550495353e-4	Athaliana
Ribosomal protein S19A/S15e	1.416326550495353e-4	Athaliana
Carbohydrate/purine kinase, PfkB, conserved site	2.0895214482850692e-4	Athaliana
LSM domain superfamily	3.2935058048398646e-4	Athaliana
Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	3.2935058048398646e-4	Athaliana
Histone H2A/H2B/H3	4.104878451905147e-4	Athaliana
Copper amine oxidase	4.104878451905147e-4	Athaliana
Copper amine oxidase, catalytic domain	4.104878451905147e-4	Athaliana
Copper amine oxidase, catalytic domain superfamily	4.104878451905147e-4	Athaliana
Cyclin/Cyclin-like subunit Ssn8	4.104878451905147e-4	Athaliana
PNPase/RNase PH domain superfamily	4.104878451905147e-4	Athaliana
Carbohydrate kinase PfkB	4.962214082200114e-4	Athaliana
Ribokinase-like	4.962214082200114e-4	Athaliana
Copper amine oxidase, N2-terminal	7.235818562422063e-4	Athaliana
Exoribonuclease, phosphorolytic domain 2	7.235818562422063e-4	Athaliana
Hexokinase	7.235818562422063e-4	Athaliana
Hexokinase, C-terminal	7.235818562422063e-4	Athaliana
Ribosomal protein S19 conserved site	7.235818562422063e-4	Athaliana
V-ATPase proteolipid subunit	7.235818562422063e-4	Athaliana
Citrate synthase active site	8.939977056870514e-4	Athaliana
Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain	8.939977056870514e-4	Athaliana
Clathrin adaptor, appendage, Ig-like subdomain superfamily	8.939977056870514e-4	Athaliana
DNA recombination and repair protein, RecA-like	8.939977056870514e-4	Athaliana
Helicase/UvrB, N-terminal	8.939977056870514e-4	Athaliana
Peptidase T1A, proteasome beta-subunit	8.939977056870514e-4	Athaliana
Ribosomal protein S9	8.939977056870514e-4	Athaliana
Signal recognition particle SRP54, helical bundle	8.939977056870514e-4	Athaliana
Signal recognition particle SRP54, N-terminal domain superfamily	8.939977056870514e-4	Athaliana
Signal recognition particle, SRP54 subunit, GTPase domain	8.939977056870514e-4	Athaliana
SMCs flexible hinge superfamily	8.939977056870514e-4	Athaliana
SRP/SRP receptor, N-terminal	8.939977056870514e-4	Athaliana
Transmembrane protein TauE-like	8.939977056870514e-4	Athaliana
AAA ATPase, AAA+ lid domain	0.0010438758235855885	Athaliana
MADS MEF2-like	0.0014113785974715104	Athaliana
Ribosomal protein S5 domain 2-type fold, subgroup	0.001627816621207824	Athaliana
Ribosomal protein S19/S15	0.0021537503099228862	Athaliana
Ribosomal protein S19/S15, superfamily	0.0021537503099228862	Athaliana
Snf7 family	0.0021537503099228862	Athaliana
Transcription factor, K-box	0.002165892026922414	Athaliana
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	0.004311254535997969	Athaliana
Glutamate decarboxylase	0.004311254535997969	Athaliana
Porin, eukaryotic type	0.004311254535997969	Athaliana
Protein arginine N-methyltransferase	0.004311254535997969	Athaliana
Pyridoxal phosphate-dependent decarboxylase	0.004311254535997969	Athaliana
Succinyl-CoA synthetase-like	0.004311254535997969	Athaliana
ATPase, AAA-type, core	0.004711441957840938	Athaliana
Actin/actin-like conserved site	0.004711441957840938	Athaliana
Flavoprotein pyridine nucleotide cytochrome reductase	0.004711441957840938	Athaliana
Heat shock protein 70kD, C-terminal domain superfamily	0.004711441957840938	Athaliana
Heat shock protein 70kD, peptide-binding domain superfamily	0.004711441957840938	Athaliana
Oxidoreductase FAD/NAD(P)-binding	0.004711441957840938	Athaliana
Histone-fold	0.004711441957840938	Athaliana
1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase, eukaryotes	0.004711441957840938	Athaliana
AAA lid domain	0.004711441957840938	Athaliana
Acireductone dioxygenase ARD family	0.004711441957840938	Athaliana
ATP-citrate lyase/succinyl-CoA ligase	0.004711441957840938	Athaliana
ATP-citrate lyase/succinyl-CoA ligase, active site	0.004711441957840938	Athaliana
ATP-citrate lyase/succinyl-CoA ligase, conserved site	0.004711441957840938	Athaliana
ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	0.004711441957840938	Athaliana
Bacterial surface antigen (D15)	0.004711441957840938	Athaliana
Casein Kinase 2, subunit alpha	0.004711441957840938	Athaliana
Casein kinase II subunit beta-like	0.004711441957840938	Athaliana
Casein kinase II, regulatory subunit	0.004711441957840938	Athaliana
Casein kinase II, regulatory subunit, N-terminal	0.004711441957840938	Athaliana
Coatomer, WD associated region	0.004711441957840938	Athaliana
Coatomer/calthrin adaptor appendage, C-terminal subdomain	0.004711441957840938	Athaliana
DNA-directed RNA polymerase subunit Rpo5/Rpb5	0.004711441957840938	Athaliana
Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	0.004711441957840938	Athaliana
Gamma-glutamyltranspeptidase	0.004711441957840938	Athaliana
Gamma-glutamyltranspeptidase, large subunit, C-terminal domain	0.004711441957840938	Athaliana
Gamma-glutamyltranspeptidase, small subunit	0.004711441957840938	Athaliana
Glutamine synthetase, beta-Grasp domain	0.004711441957840938	Athaliana
Glutamine synthetase, catalytic domain	0.004711441957840938	Athaliana
Glutamine synthetase, glycine-rich site	0.004711441957840938	Athaliana
Glutamine synthetase, N-terminal conserved site	0.004711441957840938	Athaliana
Glutamine synthetase, N-terminal domain superfamily	0.004711441957840938	Athaliana
Glutamine synthetase/guanido kinase, catalytic domain	0.004711441957840938	Athaliana
Histone-binding protein RBBP4, N-terminal	0.004711441957840938	Athaliana
HMGB9-like, ARID/BRIGHT DNA binding domain	0.004711441957840938	Athaliana
Inositol 1,3,4-trisphosphate 5/6-kinase, ATP-grasp domain	0.004711441957840938	Athaliana
Inositol-tetrakisphosphate 1-kinase	0.004711441957840938	Athaliana
Mitochondrial pyruvate carrier	0.004711441957840938	Athaliana
NADH:cytochrome b5 reductase-like	0.004711441957840938	Athaliana
Phosphatidylinositol 3/4-kinase, conserved site	0.004711441957840938	Athaliana
Phosphatidylinositol kinase	0.004711441957840938	Athaliana
PP2A regulatory subunit B'', EF-hand domain	0.004711441957840938	Athaliana
Rad51/DMC1/RadA	0.004711441957840938	Athaliana
RecF/RecN/SMC, N-terminal	0.004711441957840938	Athaliana
Ribose-phosphate pyrophosphokinase	0.004711441957840938	Athaliana
Ribosomal protein S9, conserved site	0.004711441957840938	Athaliana
Ribulose bisphosphate carboxylase small subunit, domain	0.004711441957840938	Athaliana
Ribulose bisphosphate carboxylase, small subunit	0.004711441957840938	Athaliana
Ribulose bisphosphate carboxylase, small subunit superfamily	0.004711441957840938	Athaliana
Ribulose-1,5-bisphosphate carboxylase small subunit, N-terminal	0.004711441957840938	Athaliana
RNA polymerase Rpb5, N-terminal domain superfamily	0.004711441957840938	Athaliana
RNA polymerase, Rpb5, N-terminal	0.004711441957840938	Athaliana
RNA polymerase, subunit H/Rpb5 C-terminal	0.004711441957840938	Athaliana
RPB5-like RNA polymerase subunit superfamily	0.004711441957840938	Athaliana
Sm-like protein Lsm6/SmF	0.004711441957840938	Athaliana
TBP domain superfamily	0.004711441957840938	Athaliana
UDP-glucose 6-dehydrogenase, eukaryotic type	0.004711441957840938	Athaliana
UDP-glucose/GDP-mannose dehydrogenase, C-terminal	0.004711441957840938	Athaliana
UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	0.004711441957840938	Athaliana
Histone H2A	0.005987493502792453	Athaliana
Histone H3/CENP-A	0.005987493502792453	Athaliana
Actin, conserved site	0.0079546386715391	Athaliana
DNA recombination and repair protein RecA-like, ATP-binding domain	0.0079546386715391	Athaliana
Heat shock protein 70 family	0.0079546386715391	Athaliana
Isopropylmalate dehydrogenase-like domain	0.0079546386715391	Athaliana
Nucleoside phosphatase GDA1/CD39	0.008720684645194996	Athaliana
Longin-like domain superfamily	0.009565159607204764	Athaliana
Phosphoribosyltransferase domain	0.010589018889756215	Athaliana
Phosphoribosyltransferase-like	0.010589018889756215	Athaliana
Ubiquitin domain	0.010589018889756215	Athaliana
Helicase, C-terminal	0.01130787151467159	Athaliana
Ubiquitin conserved site	0.01632954073473636	Athaliana
Band 7 domain	0.01706412259808461	Athaliana
Band 7/SPFH domain superfamily	0.01706412259808461	Athaliana
Helicase superfamily 1/2, ATP-binding domain	0.01724018051597513	Athaliana
Adaptor protein complex, sigma subunit	0.018361517465898678	Athaliana
Adenine phosphoribosyl transferase	0.018361517465898678	Athaliana
ATP-grasp fold	0.018361517465898678	Athaliana
Eukaryotic translation initiation factor 4E (eIF-4E), conserved site	0.018361517465898678	Athaliana
GTP-binding protein, orthogonal bundle domain superfamily	0.018361517465898678	Athaliana
PAZ domain	0.018361517465898678	Athaliana
Ribosomal protein S8	0.018361517465898678	Athaliana
Ribosomal protein S8 superfamily	0.018361517465898678	Athaliana
RNA-dependent RNA polymerase, eukaryotic-type	0.018361517465898678	Athaliana
Surface antigen D15-like	0.018361517465898678	Athaliana
Translation Initiation factor eIF- 4e	0.018361517465898678	Athaliana
Translation Initiation factor eIF- 4e-like	0.018361517465898678	Athaliana
V-ATPase proteolipid subunit C, eukaryotic	0.018361517465898678	Athaliana
Pyridoxal phosphate-dependent transferase, small domain	0.018522490189722997	Athaliana
Eukaryotic porin/Tom40	0.018522490189722997	Athaliana
Porin domain superfamily	0.018522490189722997	Athaliana
ATPase, AAA-type, conserved site	0.02069235578084088	Athaliana
Actin family	0.02399124511428747	Athaliana
Histone H2A, C-terminal domain	0.02399124511428747	Athaliana
Aminotransferase, class I/classII	0.02399124511428747	Athaliana
3-hydroxyacyl-CoA dehydrogenase, C-terminal	0.02399124511428747	Athaliana
3-hydroxyacyl-CoA dehydrogenase, conserved site	0.02399124511428747	Athaliana
3-hydroxyacyl-CoA dehydrogenase, NAD binding	0.02399124511428747	Athaliana
40S Ribosomal protein S10	0.02399124511428747	Athaliana
Acyl-CoA dehydrogenase-like, C-terminal	0.02399124511428747	Athaliana
Acyl-CoA oxidase	0.02399124511428747	Athaliana
Acyl-CoA oxidase, C-terminal	0.02399124511428747	Athaliana
Alpha-helical ferredoxin	0.02399124511428747	Athaliana
Aminotransferase, class-II, pyridoxal-phosphate binding site	0.02399124511428747	Athaliana
ATP synthase, F1 beta subunit	0.02399124511428747	Athaliana
ATP synthase, F1 beta subunit superfamily	0.02399124511428747	Athaliana
ATP synthase, F1 complex, beta subunit	0.02399124511428747	Athaliana
ATP synthase, F1 complex, gamma subunit	0.02399124511428747	Athaliana
ATP synthase, F1 complex, gamma subunit conserved site	0.02399124511428747	Athaliana
ATP synthase, F1 complex, gamma subunit superfamily	0.02399124511428747	Athaliana
Aurora kinase	0.02399124511428747	Athaliana
Clathrin adaptor complex, small chain	0.02399124511428747	Athaliana
Clathrin light chain	0.02399124511428747	Athaliana
ClpP, Ser active site	0.02399124511428747	Athaliana
Cyclin-dependent kinase 7	0.02399124511428747	Athaliana
Dehydroascorbate reductases DHAR1/2/3/4	0.02399124511428747	Athaliana
Derlin	0.02399124511428747	Athaliana
Dicer dimerisation domain	0.02399124511428747	Athaliana
Dicer dimerisation domain superfamily	0.02399124511428747	Athaliana
DNA polymerase III, subunit gamma/ tau, N-terminal	0.02399124511428747	Athaliana
DNA polymerase III, subunit gamma/tau, helical lid domain	0.02399124511428747	Athaliana
DNA repair Rad51/transcription factor NusA, alpha-helical	0.02399124511428747	Athaliana
Glycoside hydrolase, family 3, active site	0.02399124511428747	Athaliana
Glycosyl transferase 64 domain	0.02399124511428747	Athaliana
GPN-loop GTPase	0.02399124511428747	Athaliana
Heat shock protein Hsp90 family	0.02399124511428747	Athaliana
Heat shock protein Hsp90, conserved site	0.02399124511428747	Athaliana
Heat shock protein Hsp90, N-terminal	0.02399124511428747	Athaliana
Hexokinase, binding site	0.02399124511428747	Athaliana
HSP90, C-terminal domain	0.02399124511428747	Athaliana
Inositol-tetrakisphosphate 1-kinase, N-terminal	0.02399124511428747	Athaliana
Isocitrate dehydrogenase NAD-dependent	0.02399124511428747	Athaliana
K homology domain superfamily, prokaryotic type	0.02399124511428747	Athaliana
K homology domain-like, alpha/beta	0.02399124511428747	Athaliana
K Homology domain, type 2	0.02399124511428747	Athaliana
L-lactate/malate dehydrogenase	0.02399124511428747	Athaliana
Lactate/malate dehydrogenase, C-terminal	0.02399124511428747	Athaliana
Lactate/malate dehydrogenase, N-terminal	0.02399124511428747	Athaliana
Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3	0.02399124511428747	Athaliana
Malate dehydrogenase, active site	0.02399124511428747	Athaliana
Nedd8-like ubiquitin	0.02399124511428747	Athaliana
Nop domain	0.02399124511428747	Athaliana
Nop domain superfamily	0.02399124511428747	Athaliana
Nop, C-terminal domain	0.02399124511428747	Athaliana
NOP5, N-terminal	0.02399124511428747	Athaliana
NOSIC	0.02399124511428747	Athaliana
Nucleolar protein Nop56/Nop58	0.02399124511428747	Athaliana
Phosphoinositide 3-kinase, accessory (PIK) domain	0.02399124511428747	Athaliana
Phosphoinositide 3-kinase, accessory (PIK) domain superfamily	0.02399124511428747	Athaliana
Phospholipase D family	0.02399124511428747	Athaliana
Phospholipase D, C-terminal	0.02399124511428747	Athaliana
Phospholipase D, plant	0.02399124511428747	Athaliana
Phospholipase D/Transphosphatidylase	0.02399124511428747	Athaliana
Phosphoribosyl pyrophosphate synthetase, conserved site	0.02399124511428747	Athaliana
Plectin/S10, N-terminal	0.02399124511428747	Athaliana
Polyamine biosynthesis domain, conserved site	0.02399124511428747	Athaliana
Protein PCF11-like	0.02399124511428747	Athaliana
Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y	0.02399124511428747	Athaliana
Replication factor C, C-terminal	0.02399124511428747	Athaliana
Ribose-phosphate pyrophosphokinase, bacterial-type	0.02399124511428747	Athaliana
Ribose-phosphate pyrophosphokinase, N-terminal domain	0.02399124511428747	Athaliana
Ribosomal protein L1	0.02399124511428747	Athaliana
Ribosomal protein L1, conserved site	0.02399124511428747	Athaliana
Ribosomal protein S19e	0.02399124511428747	Athaliana
Ribosomal protein S19e, conserved site	0.02399124511428747	Athaliana
Ribosomal protein S26e	0.02399124511428747	Athaliana
Ribosomal protein S26e superfamily	0.02399124511428747	Athaliana
Ribosomal protein S27a	0.02399124511428747	Athaliana
Ribosomal protein S3, C-terminal	0.02399124511428747	Athaliana
Ribosomal protein S3, C-terminal domain superfamily	0.02399124511428747	Athaliana
Ribosomal protein S3, eukaryotic/archaeal	0.02399124511428747	Athaliana
S27a-like superfamily	0.02399124511428747	Athaliana
Signal recognition particle, SRP54 subunit	0.02399124511428747	Athaliana
Signal recognition particle, SRP54 subunit, eukaryotic	0.02399124511428747	Athaliana
Signal recognition particle, SRP54 subunit, M-domain	0.02399124511428747	Athaliana
Signal recognition particle, SRP54 subunit, M-domain superfamily	0.02399124511428747	Athaliana
Sm-like protein Lsm7/SmG	0.02399124511428747	Athaliana
Small (40S) ribosomal subunit Asc1/RACK1	0.02399124511428747	Athaliana
