TermID	genes	all	pval	padj	Class	Mode	Motif	Peak	Species
CCB3/YggT	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
ChlI/MoxR, AAA lid domain	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Cyclin-dependent kinase 11/PITSLRE, catalytic domain	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
DCD domain-containing protein NRP-like	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
E3 ubiquitin-protein ligase HECTD1/TRIP12-like	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Elongation factor Tu (EF-Tu), GTP-binding domain	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Elongation factor Tu, domain 2	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Fibronectin type III superfamily	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Magnesium chelatase ChlI-like, catalytic domain	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
PH-BEACH domain	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Protein BIC	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Protein CbbY-like	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Protein transport protein Got1	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Serine incorporator/TMS membrane protein	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
SIT4 phosphatase-associated protein family	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Ubiquitin-activating enzyme, SCCH domain	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
Vernalization insensitive 3-like	6	6	1.829217017989517e-4	0.01593160917096584	InterPro	WGD	bifan	peak1	Gmax
PB1 domain	37	90	2.0887495472451058e-4	0.018020391141091028	InterPro	WGD	bifan	peak1	Gmax
Tr-type G domain, conserved site	15	26	2.2018739545073254e-4	0.018818819919597655	InterPro	WGD	bifan	peak1	Gmax
ADF-H/Gelsolin-like domain superfamily	19	37	2.6228363002873983e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Autophagy protein Atg8 ubiquitin-like	9	12	2.6420200018196745e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Peptidase M41, FtsH extracellular	9	12	2.6420200018196745e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
HAD superfamily	77	225	2.665535111515578e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Histidine kinase domain	16	29	2.753240571123239e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
S1 domain	16	29	2.753240571123239e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Importin subunit alpha	7	8	2.758966195031352e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
SANT domain	7	8	2.758966195031352e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
WD-repeat protein SPA1/2/3/4	7	8	2.758966195031352e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Calreticulin/calnexin	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Calreticulin/calnexin, conserved site	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Calreticulin/calnexin, P domain superfamily	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
CLU domain	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
CLU domain containing protein	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Pheophorbide a oxygenase	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
STI1 domain	8	10	2.9039379434495484e-4	0.021590660563289527	InterPro	WGD	bifan	peak1	Gmax
Oberon, PHD finger domain	12	19	2.987996326174745e-4	0.021686687621323843	InterPro	WGD	bifan	peak1	Gmax
YTH domain	12	19	2.987996326174745e-4	0.021686687621323843	InterPro	WGD	bifan	peak1	Gmax
YTH domain containing protein	12	19	2.987996326174745e-4	0.021686687621323843	InterPro	WGD	bifan	peak1	Gmax
Immunoglobulin-like fold	37	92	3.51446242718226e-4	0.02530689676896202	InterPro	WGD	bifan	peak1	Gmax
K Homology domain	27	61	3.582100852625221e-4	0.025592431482232537	InterPro	WGD	bifan	peak1	Gmax
RNA-binding domain, S1	15	27	3.8647607217177704e-4	0.027397857984580627	InterPro	WGD	bifan	peak1	Gmax
Dynamin, GTPase region, conserved site	11	17	3.9897780683409277e-4	0.02806655418075214	InterPro	WGD	bifan	peak1	Gmax
Protein kinase domain	349	1253	4.274549497964982e-4	0.029821003864160433	InterPro	WGD	bifan	peak1	Gmax
G-protein beta WD-40 repeat	57	159	4.3043985894687556e-4	0.029821003864160433	InterPro	WGD	bifan	peak1	Gmax
Zinc finger, PHD-type, conserved site	37	93	4.510225929914091e-4	0.031012042202304035	InterPro	WGD	bifan	peak1	Gmax
Cullin	10	15	5.251168914745272e-4	0.035052510748427385	InterPro	WGD	bifan	peak1	Gmax
Extended PHD (ePHD) domain	10	15	5.251168914745272e-4	0.035052510748427385	InterPro	WGD	bifan	peak1	Gmax
Organic solute transporter subunit alpha/Transmembrane protein 184	10	15	5.251168914745272e-4	0.035052510748427385	InterPro	WGD	bifan	peak1	Gmax
Saposin B type domain	10	15	5.251168914745272e-4	0.035052510748427385	InterPro	WGD	bifan	peak1	Gmax
Importin-beta, N-terminal domain	14	25	5.426074826347982e-4	0.035957575570255286	InterPro	WGD	bifan	peak1	Gmax
Cysteine peptidase, cysteine active site	12	20	5.849905851834712e-4	0.03821242072502031	InterPro	WGD	bifan	peak1	Gmax
Signal transduction histidine kinase-related protein, C-terminal	12	20	5.849905851834712e-4	0.03821242072502031	InterPro	WGD	bifan	peak1	Gmax
MATH/TRAF domain	15	28	6.496432290980795e-4	0.041334694901528406	InterPro	WGD	bifan	peak1	Gmax
Bromodomain	20	42	6.508688973012674e-4	0.041334694901528406	InterPro	WGD	bifan	peak1	Gmax
CheY-like superfamily	20	42	6.508688973012674e-4	0.041334694901528406	InterPro	WGD	bifan	peak1	Gmax
Signal transduction response regulator, receiver domain	20	42	6.508688973012674e-4	0.041334694901528406	InterPro	WGD	bifan	peak1	Gmax
Nucleotide-binding alpha-beta plait domain superfamily	124	401	6.573757797264352e-4	0.041460010383436205	InterPro	WGD	bifan	peak1	Gmax
ClpA/B, conserved site 1	9	13	6.762376188928016e-4	0.04178508800523426	InterPro	WGD	bifan	peak1	Gmax
ClpA/B, conserved site 2	9	13	6.762376188928016e-4	0.04178508800523426	InterPro	WGD	bifan	peak1	Gmax
ClpA/ClpB, AAA lid domain	9	13	6.762376188928016e-4	0.04178508800523426	InterPro	WGD	bifan	peak1	Gmax
TFIIS/LEDGF domain superfamily	13	23	7.618646584343437e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
Acetyl-CoA biotin carboxyl carrier	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
Chaperone DnaK	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
CNOT4, RNA recognition motif	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
GSKIP domain superfamily	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
Lon protease	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
Lon protease, bacterial/eukaryotic-type	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
Peptidase S16, Lon proteolytic domain	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
SMCs flexible hinge superfamily	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
Translation elongation factor EFTu/EF1A, bacterial/organelle	5	5	7.679776600982232e-4	0.044450352541761086	InterPro	WGD	bifan	peak1	Gmax
GBF-interacting protein 1, N-terminal	8	11	8.409501134847247e-4	0.04836785401143275	InterPro	WGD	bifan	peak1	Gmax
EIL	4	7	7.162717102612892e-5	0.0030799683541235436	Family	SSD	bifan	peak1	Gmax
C3H	10	89	0.002002112144284207	0.04304541110211045	Family	SSD	bifan	peak1	Gmax
defense response	66	366	1.978540002906055e-47	4.95030708727095e-44	GOBP	SSD	bifan	peak1	Gmax
response to other organism	19	81	1.171415380880189e-16	1.4654406414811165e-13	GOBP	SSD	bifan	peak1	Gmax
signal transduction	29	372	1.6245899440270994e-11	1.354908013318601e-8	GOBP	SSD	bifan	peak1	Gmax
protein autophosphorylation	20	203	4.161491496761199e-10	2.60301293122413e-7	GOBP	SSD	bifan	peak1	Gmax
peptidyl-tyrosine phosphorylation	12	108	3.640471338954473e-7	1.8216918580128181e-4	GOBP	SSD	bifan	peak1	Gmax
ribosomal large subunit assembly	10	78	9.086051880568254e-7	3.646145839645527e-4	GOBP	SSD	bifan	peak1	Gmax
translation	34	787	1.0201047512997077e-6	3.646145839645527e-4	GOBP	SSD	bifan	peak1	Gmax
protein phosphorylation	47	1306	1.6292220791809743e-6	5.095392052638497e-4	GOBP	SSD	bifan	peak1	Gmax
P-body assembly	5	21	2.3841196545917522e-5	0.006627852639765071	GOBP	SSD	bifan	peak1	Gmax
regulation of translation	7	52	2.9127865477976156e-5	0.007287791942589634	GOBP	SSD	bifan	peak1	Gmax
Arp2/3 complex-mediated actin nucleation	4	16	1.33268214563401e-4	0.030312461167057214	GOBP	SSD	bifan	peak1	Gmax
ADP binding	58	209	3.0878432979166e-53	6.32081523083528e-50	GOMF	SSD	bifan	peak1	Gmax
NAD+ nucleosidase activity	29	98	5.895508429853222e-28	6.034052877954773e-25	GOMF	SSD	bifan	peak1	Gmax
ATP binding	88	2808	1.9357447153139966e-8	1.2555038500147105e-5	GOMF	SSD	bifan	peak1	Gmax
transmembrane receptor protein tyrosine kinase activity	12	85	2.4533538837610366e-8	1.2555038500147105e-5	GOMF	SSD	bifan	peak1	Gmax
polysaccharide binding	8	40	3.4149514969748373e-7	1.3980811428614983e-4	GOMF	SSD	bifan	peak1	Gmax
structural constituent of ribosome	29	606	8.708216806681524e-7	2.97095330054618e-4	GOMF	SSD	bifan	peak1	Gmax
protein kinase activity	47	1293	1.2392132990385648e-6	3.623813747331346e-4	GOMF	SSD	bifan	peak1	Gmax
protein folding chaperone	6	44	1.0153790422687296e-4	0.025981011244051118	GOMF	SSD	bifan	peak1	Gmax
pentosyltransferase activity	4	18	2.1803760619784369e-4	0.04313444011686221	GOMF	SSD	bifan	peak1	Gmax
C-8 sterol isomerase activity	2	2	2.950083837987645e-4	0.04313444011686221	GOMF	SSD	bifan	peak1	Gmax
cholestenol delta-isomerase activity	2	2	2.950083837987645e-4	0.04313444011686221	GOMF	SSD	bifan	peak1	Gmax
ethanolaminephosphotransferase activity	2	2	2.950083837987645e-4	0.04313444011686221	GOMF	SSD	bifan	peak1	Gmax
imidazoleglycerol-phosphate synthase activity	2	2	2.950083837987645e-4	0.04313444011686221	GOMF	SSD	bifan	peak1	Gmax
steroid delta-isomerase activity	2	2	2.950083837987645e-4	0.04313444011686221	GOMF	SSD	bifan	peak1	Gmax
actin filament binding	8	100	3.364313813267064e-4	0.04591166917171787	GOMF	SSD	bifan	peak1	Gmax
oxidized purine DNA binding	3	9	3.927568983420833e-4	0.04729255122977909	GOMF	SSD	bifan	peak1	Gmax
oxidized purine nucleobase lesion DNA N-glycosylase activity	3	9	3.927568983420833e-4	0.04729255122977909	GOMF	SSD	bifan	peak1	Gmax
NB-ARC	56	203	3.015227651132152e-51	2.757425686960353e-47	InterPro	SSD	bifan	peak1	Gmax
Disease resistance protein, plants	53	192	1.5479266677064235e-48	7.077894688087621e-45	InterPro	SSD	bifan	peak1	Gmax
Apoptotic protease-activating factors, helical domain	52	191	2.778637150042625e-47	8.470212245713269e-44	InterPro	SSD	bifan	peak1	Gmax
Leucine-rich repeat domain superfamily	74	642	3.596032401952007e-39	8.221429078962776e-36	InterPro	SSD	bifan	peak1	Gmax
Toll/interleukin-1 receptor homology (TIR) domain	29	98	5.895508429853222e-28	1.0782884918201544e-24	InterPro	SSD	bifan	peak1	Gmax
Toll/interleukin-1 receptor homology (TIR) domain superfamily	29	99	8.207644087374227e-28	1.250981752983955e-24	InterPro	SSD	bifan	peak1	Gmax
P-loop containing nucleoside triphosphate hydrolase	80	1380	7.521843306540796e-22	9.826751005473654e-19	InterPro	SSD	bifan	peak1	Gmax
Rx, N-terminal	19	76	3.2017343818187335e-17	3.6599826152165396e-14	InterPro	SSD	bifan	peak1	Gmax
Winged helix DNA-binding domain superfamily	27	200	1.366167936658511e-16	1.3881784200824536e-13	InterPro	SSD	bifan	peak1	Gmax
Probable receptor-like serine/threonine-protein kinase LRK10-like	14	37	6.926395710042817e-16	6.334188876834156e-13	InterPro	SSD	bifan	peak1	Gmax
Winged helix-like DNA-binding domain superfamily	28	242	2.13702835467033e-15	1.7766476639509244e-12	InterPro	SSD	bifan	peak1	Gmax
Leucine-rich repeat	28	347	1.6256909793206298e-11	1.2154417027190576e-8	InterPro	SSD	bifan	peak1	Gmax
Leucine-rich repeat 3	9	20	1.727801217643275e-11	1.2154417027190576e-8	InterPro	SSD	bifan	peak1	Gmax
Receptor-like protein kinase ANXUR1-like	10	42	1.8457667561398824e-9	1.2056812132070874e-6	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5, conserved site	6	10	4.957605135543776e-9	2.8335811852842394e-6	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5, N-terminal	6	10	4.957605135543776e-9	2.8335811852842394e-6	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5, C-terminal	6	11	1.0748193769574133e-8	5.781896001338556e-6	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5	6	12	2.118400872389836e-8	1.0196197883160553e-5	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5 domain superfamily	6	12	2.118400872389836e-8	1.0196197883160553e-5	InterPro	SSD	bifan	peak1	Gmax
C-JID domain	7	20	2.713786052235916e-8	1.2408786723848726e-5	InterPro	SSD	bifan	peak1	Gmax
Powdery mildew resistance protein, RPW8 domain	5	8	7.894221566030926e-8	3.437745534350134e-5	InterPro	SSD	bifan	peak1	Gmax
Leucine-rich repeat, typical subtype	16	182	1.1671179220938359e-7	4.851496998885513e-5	InterPro	SSD	bifan	peak1	Gmax
Wall-associated receptor kinase, galacturonan-binding domain	8	36	1.4271795185961771e-7	5.674589868505235e-5	InterPro	SSD	bifan	peak1	Gmax
Disease resistance protein, RPW8-like	5	9	1.7510460960998346e-7	6.672215228680411e-5	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5 eukaryotic, C-terminal	4	5	4.2561246470148437e-7	1.4970099960365672e-4	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L5 eukaryotic/L18 archaeal	4	5	4.2561246470148437e-7	1.4970099960365672e-4	InterPro	SSD	bifan	peak1	Gmax
Protein kinase domain	47	1253	5.173206820571231e-7	1.7521843101527373e-4	InterPro	SSD	bifan	peak1	Gmax
CID8-like protein, RNA recognition motif 1	4	6	1.2594314260750264e-6	3.9715518591227993e-4	InterPro	SSD	bifan	peak1	Gmax
CID8-like protein, RNA recognition motif 2	4	6	1.2594314260750264e-6	3.9715518591227993e-4	InterPro	SSD	bifan	peak1	Gmax
Serine-threonine/tyrosine-protein kinase, catalytic domain	24	455	1.4608185384324802e-6	4.45306184465501e-4	InterPro	SSD	bifan	peak1	Gmax
Protein kinase-like domain superfamily	47	1334	2.889336898604595e-6	8.523543850883556e-4	InterPro	SSD	bifan	peak1	Gmax
Initiation factor eIF-4 gamma, MA3	5	16	5.49436325494292e-6	0.0015701859989516564	InterPro	SSD	bifan	peak1	Gmax
Ataxin-2, C-terminal	4	8	5.718327779808137e-6	0.0015846699256468308	InterPro	SSD	bifan	peak1	Gmax
MIF4G-like, type 3	5	17	7.673794457645735e-6	0.002064025009269713	InterPro	SSD	bifan	peak1	Gmax
Virus X resistance protein-like, coiled-coil domain	7	48	1.7007907943904347e-5	0.0044439233756287215	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L30/YlxQ	3	4	1.994522469250332e-5	0.004799975784551129	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L30e	3	4	1.994522469250332e-5	0.004799975784551129	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein L30e, conserved site	3	4	1.994522469250332e-5	0.004799975784551129	InterPro	SSD	bifan	peak1	Gmax
Coatomer alpha subunit	3	5	4.922464303420594e-5	0.010979496598727155	InterPro	SSD	bifan	peak1	Gmax
Coatomer, alpha subunit, C-terminal	3	5	4.922464303420594e-5	0.010979496598727155	InterPro	SSD	bifan	peak1	Gmax
Serine/threonine-protein kinase-like protein CCR3/CCR4	3	5	4.922464303420594e-5	0.010979496598727155	InterPro	SSD	bifan	peak1	Gmax
Pentacotripeptide-repeat region of PRORP	6	40	5.85098982591709e-5	0.012739833799526616	InterPro	SSD	bifan	peak1	Gmax
Bromodomain	6	42	7.767624304141553e-5	0.016519749828226626	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein S3, C-terminal	3	6	9.718985464233696e-5	0.01891066427030152	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein S3, C-terminal domain superfamily	3	6	9.718985464233696e-5	0.01891066427030152	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein S3, conserved site	3	6	9.718985464233696e-5	0.01891066427030152	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein S3, eukaryotic/archaeal	3	6	9.718985464233696e-5	0.01891066427030152	InterPro	SSD	bifan	peak1	Gmax
Bromodomain-like superfamily	6	44	1.0153790422687296e-4	0.019345086128224026	InterPro	SSD	bifan	peak1	Gmax
Initiation factor 4G	3	8	2.652222343333774e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Prohibitin	3	8	2.652222343333774e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein S8	3	8	2.652222343333774e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Ribosomal protein S8 superfamily	3	8	2.652222343333774e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
26S Proteasome non-ATPase regulatory subunit 7/8	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Aminoacyl-tRNA synthetase, class I, anticodon-binding	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
ATP synthase, F0 complex, subunit C, bacterial/chloroplast	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Choline/ethanolamine phosphotransferase	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA breaking-rejoining enzyme, catalytic core	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, active site	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, catalytic core, alpha/beta subdomain	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, catalytic core, eukaryotic-type	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, DNA binding, eukaryotic-type	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, DNA binding, N-terminal domain 1	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, DNA binding, N-terminal domain 2	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
DNA topoisomerase I, eukaryotic-type	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Emopamil-binding protein	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Glutamate-tRNA ligase, bacterial/mitochondrial	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Glutamyl-tRNA synthetase	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Histidine biosynthesis, HisF	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Imidazole glycerol phosphate synthase HisHF	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Imidazole glycerol phosphate synthase, subunit H	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Nicotinate-nucleotide pyrophosphorylase	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Nicotinate-nucleotide pyrophosphorylase/Putative pyrophosphorylase ModD	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Nucleoid-associated protein YbaB-like domain superfamily	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
Nucleoid-associated protein YbaB/EbfC family	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
PLASTID TRANSCRIPTIONALLY ACTIVE protein 6	2	2	2.950083837987645e-4	0.02900915774021184	InterPro	SSD	bifan	peak1	Gmax
