TermID	genes	all	pval	padj	Class	Mode	Motif	Species
Winged helix-like DNA-binding domain superfamily	28	242	6.439847651038537e-15	5.35385516079522e-12	InterPro	SSD	bifan	Gmax
Receptor-like protein kinase ANXUR1-like	12	42	6.706863503058698e-12	5.1111888946226495e-9	InterPro	SSD	bifan	Gmax
Leucine-rich repeat 3	9	20	2.553565896742688e-11	1.7963353942855293e-8	InterPro	SSD	bifan	Gmax
Leucine-rich repeat	28	347	4.5255915782625726e-11	2.956181070229373e-8	InterPro	SSD	bifan	Gmax
Ribosomal protein L5, conserved site	6	10	6.442983532296708e-9	3.682567775178337e-6	InterPro	SSD	bifan	Gmax
Ribosomal protein L5, N-terminal	6	10	6.442983532296708e-9	3.682567775178337e-6	InterPro	SSD	bifan	Gmax
Ribosomal protein L5, C-terminal	6	11	1.3959172840630222e-8	7.509213860444906e-6	InterPro	SSD	bifan	Gmax
Ribosomal protein L5	6	12	2.7494234537663937e-8	1.3233409202470354e-5	InterPro	SSD	bifan	Gmax
Ribosomal protein L5 domain superfamily	6	12	2.7494234537663937e-8	1.3233409202470354e-5	InterPro	SSD	bifan	Gmax
C-JID domain	7	20	3.6643848378315915e-8	1.675539967098495e-5	InterPro	SSD	bifan	Gmax
Powdery mildew resistance protein, RPW8 domain	5	8	9.82145723005481e-8	4.2770107794691066e-5	InterPro	SSD	bifan	Gmax
Wall-associated receptor kinase, galacturonan-binding domain	8	36	1.9937985237422018e-7	8.287857954373835e-5	InterPro	SSD	bifan	Gmax
Leucine-rich repeat, typical subtype	16	182	2.109644374855057e-7	8.295718074100844e-5	InterPro	SSD	bifan	Gmax
Disease resistance protein, RPW8-like	5	9	2.1771157329515607e-7	8.295718074100844e-5	InterPro	SSD	bifan	Gmax
Serine-threonine/tyrosine-protein kinase, catalytic domain	26	455	2.679522084038596e-7	9.801691783413185e-5	InterPro	SSD	bifan	Gmax
Protein kinase domain	49	1253	3.1813854866357153e-7	1.1189911644339852e-4	InterPro	SSD	bifan	Gmax
Ribosomal protein L5 eukaryotic, C-terminal	4	5	5.072648405799579e-7	1.6567632025370408e-4	InterPro	SSD	bifan	Gmax
Ribosomal protein L5 eukaryotic/L18 archaeal	4	5	5.072648405799579e-7	1.6567632025370408e-4	InterPro	SSD	bifan	Gmax
CID8-like protein, RNA recognition motif 1	4	6	1.5001109477919475e-6	4.572838205852453e-4	InterPro	SSD	bifan	Gmax
CID8-like protein, RNA recognition motif 2	4	6	1.5001109477919475e-6	4.572838205852453e-4	InterPro	SSD	bifan	Gmax
Protein kinase-like domain superfamily	49	1334	1.9058213440704246e-6	5.622172965007753e-4	InterPro	SSD	bifan	Gmax
Initiation factor eIF-4 gamma, MA3	5	16	6.800317835619599e-6	0.001885148163955425	InterPro	SSD	bifan	Gmax
Ataxin-2, C-terminal	4	8	6.80261229202067e-6	0.001885148163955425	InterPro	SSD	bifan	Gmax
MIF4G-like, type 3	5	17	9.491639686711903e-6	0.002552971909852364	InterPro	SSD	bifan	Gmax
Virus X resistance protein-like, coiled-coil domain	7	48	2.2534483144770026e-5	0.005473856066590378	InterPro	SSD	bifan	Gmax
Ribosomal protein L30/YlxQ	3	4	2.2745383327548865e-5	0.005473856066590378	InterPro	SSD	bifan	Gmax
Ribosomal protein L30e	3	4	2.2745383327548865e-5	0.005473856066590378	InterPro	SSD	bifan	Gmax
Ribosomal protein L30e, conserved site	3	4	2.2745383327548865e-5	0.005473856066590378	InterPro	SSD	bifan	Gmax
Coatomer alpha subunit	3	5	5.610256105800231e-5	0.012513607826230028	InterPro	SSD	bifan	Gmax
Coatomer, alpha subunit, C-terminal	3	5	5.610256105800231e-5	0.012513607826230028	InterPro	SSD	bifan	Gmax
Serine/threonine-protein kinase-like protein CCR3/CCR4	3	5	5.610256105800231e-5	0.012513607826230028	InterPro	SSD	bifan	Gmax
Pentacotripeptide-repeat region of PRORP	6	40	7.454173015953982e-5	0.01623057434069028	InterPro	SSD	bifan	Gmax
Bromodomain	6	42	9.882988908094686e-5	0.021018589201052533	InterPro	SSD	bifan	Gmax
Ribosomal protein S3, C-terminal	3	6	1.107050111682125e-4	0.02154036866241071	InterPro	SSD	bifan	Gmax
Ribosomal protein S3, C-terminal domain superfamily	3	6	1.107050111682125e-4	0.02154036866241071	InterPro	SSD	bifan	Gmax
Ribosomal protein S3, conserved site	3	6	1.107050111682125e-4	0.02154036866241071	InterPro	SSD	bifan	Gmax
Ribosomal protein S3, eukaryotic/archaeal	3	6	1.107050111682125e-4	0.02154036866241071	InterPro	SSD	bifan	Gmax
Bromodomain-like superfamily	6	44	1.2902060954868392e-4	0.024079458659647234	InterPro	SSD	bifan	Gmax
Malectin-like domain	6	44	1.2902060954868392e-4	0.024079458659647234	InterPro	SSD	bifan	Gmax
Initiation factor 4G	3	8	3.0175196777719015e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Prohibitin	3	8	3.0175196777719015e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Ribosomal protein S8	3	8	3.0175196777719015e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Ribosomal protein S8 superfamily	3	8	3.0175196777719015e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
SUZ domain	3	8	3.0175196777719015e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
26S Proteasome non-ATPase regulatory subunit 7/8	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Aminoacyl-tRNA synthetase, class I, anticodon-binding	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
ATP synthase, F0 complex, subunit C, bacterial/chloroplast	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Choline/ethanolamine phosphotransferase	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA breaking-rejoining enzyme, catalytic core	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, active site	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, catalytic core, alpha/beta subdomain	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, catalytic core, eukaryotic-type	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, DNA binding, eukaryotic-type	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, DNA binding, N-terminal domain 1	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, DNA binding, N-terminal domain 2	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
DNA topoisomerase I, eukaryotic-type	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Emopamil-binding protein	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
FHIT family	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Glutamate-tRNA ligase, bacterial/mitochondrial	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Glutamyl-tRNA synthetase	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Histidine biosynthesis, HisF	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Imidazole glycerol phosphate synthase HisHF	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Imidazole glycerol phosphate synthase, subunit H	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Nicotinate-nucleotide pyrophosphorylase	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Nicotinate-nucleotide pyrophosphorylase/Putative pyrophosphorylase ModD	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Nucleoid-associated protein YbaB-like domain superfamily	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Nucleoid-associated protein YbaB/EbfC family	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
PLASTID TRANSCRIPTIONALLY ACTIVE protein 6	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Protein of unknown function DUF1191	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Quinolinate phosphoribosyl transferase, C-terminal	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Quinolinate phosphoribosyl transferase, N-terminal	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Quinolinate phosphoribosyl transferase, N-terminal domain superfamily	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
SF3A2 domain	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
STELLO-like	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Thioredoxin DCC1	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Topoisomerase I C-terminal domain	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Trigger factor, C-terminal	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Trigger factor, C-terminal domain superfamily	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Trigger factor/SurA domain superfamily	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Uncharacterised protein family, basic secretory protein	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Vegetative storage protein	2	2	3.2210710592556034e-4	0.030684057121763014	InterPro	SSD	bifan	Gmax
Coatomer, WD associated region	3	9	4.4659268523228465e-4	0.041674388841318806	InterPro	SSD	bifan	Gmax
Ribonuclease H-like domain, plant type	3	9	4.4659268523228465e-4	0.041674388841318806	InterPro	SSD	bifan	Gmax
regulation of long-day photoperiodism, flowering	2	2	2.0237261944064078e-5	0.031715928196424936	GOBP	WGD	bifan	Slycopersicum
protein deubiquitination	4	39	2.8239961334208956e-5	0.031715928196424936	GOBP	WGD	bifan	Slycopersicum
purine ribonucleoside salvage	2	3	6.053350640404156e-5	0.031715928196424936	GOBP	WGD	bifan	Slycopersicum
sulfate reduction	2	3	6.053350640404156e-5	0.031715928196424936	GOBP	WGD	bifan	Slycopersicum
ubiquitin-dependent protein catabolic process	6	154	6.921852509040798e-5	0.031715928196424936	GOBP	WGD	bifan	Slycopersicum
protein import into mitochondrial intermembrane space	2	4	1.207116151072043e-4	0.040798204640715076	GOBP	WGD	bifan	Slycopersicum
translation	8	332	1.2465623417067025e-4	0.040798204640715076	GOBP	WGD	bifan	Slycopersicum
adenosine kinase activity	2	2	2.0237261944064078e-5	0.026486250750321325	GOMF	WGD	bifan	Slycopersicum
thiol-dependent deubiquitinase	4	40	3.127066204288232e-5	0.026486250750321325	GOMF	WGD	bifan	Slycopersicum
GTPase activity	6	166	1.0479904867100559e-4	0.04089709519832082	GOMF	WGD	bifan	Slycopersicum
structural constituent of ribosome	8	324	1.0532669747667203e-4	0.04089709519832082	GOMF	WGD	bifan	Slycopersicum
diphosphate-fructose-6-phosphate 1-phosphotransferase activity	2	4	1.207116151072043e-4	0.04089709519832082	GOMF	WGD	bifan	Slycopersicum
Ubiquitin-associated domain	4	27	6.278056681916994e-6	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Adenosine kinase	2	2	2.0237261944064078e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
GIGANTEA	2	2	2.0237261944064078e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Small nuclear ribonucleoprotein E	2	2	2.0237261944064078e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
UBA-like superfamily	4	39	2.8239961334208956e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ubiquitin-conjugating enzyme, active site	4	39	2.8239961334208956e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
40S ribosomal protein S1/3, eukaryotes	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Guanylate-binding protein, C-terminal domain superfamily	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Guanylate-binding protein, N-terminal	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Guanylate-binding protein/Atlastin, C-terminal	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Initiation factor eIF2 gamma, C-terminal	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Initiation factor eIF2 gamma, domain 2	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Initiation factor eIF2 gamma, GTP-binding domain	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Photosystem I PsaH, reaction centre subunit VI	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein S17e	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein S17e-like superfamily	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein S17e, conserved site	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein S3Ae	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein S3Ae, conserved site	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein S7e	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Signal peptide, camelysin	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Thioredoxin-independent 5'-adenylylsulphate reductase	2	3	6.053350640404156e-5	0.024422518311012404	InterPro	WGD	bifan	Slycopersicum
Ubiquitin-conjugating enzyme E2	4	52	8.89127008052259e-5	0.03431257097161674	InterPro	WGD	bifan	Slycopersicum
Pre-nudix hydrolase domain	2	4	1.207116151072043e-4	0.03826558198898376	InterPro	WGD	bifan	Slycopersicum
Pyrophosphate-dependent phosphofructokinase PfpB	2	4	1.207116151072043e-4	0.03826558198898376	InterPro	WGD	bifan	Slycopersicum
Ribulose bisphosphate carboxylase/oxygenase activase-like	2	4	1.207116151072043e-4	0.03826558198898376	InterPro	WGD	bifan	Slycopersicum
Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain	2	4	1.207116151072043e-4	0.03826558198898376	InterPro	WGD	bifan	Slycopersicum
Ubiquitin carboxyl-terminal hydrolase, C-terminal	2	4	1.207116151072043e-4	0.03826558198898376	InterPro	WGD	bifan	Slycopersicum
Ubiquitin-conjugating enzyme/RWD-like	4	60	1.5583796438668044e-4	0.04769716454814399	InterPro	WGD	bifan	Slycopersicum
GB1/RHD3-type guanine nucleotide-binding (G) domain	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Phosphoadenosine phosphosulphate reductase	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Phosphoenolpyruvate carboxylase, bacterial/plant-type	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Phosphoenolpyruvate carboxylase, His active site	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Phosphoenolpyruvate carboxylase, Lys active site	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein L14 superfamily	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein L14P	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
Ribosomal protein L14P,  conserved site	2	5	2.0059562431081496e-4	0.048121263821156585	InterPro	WGD	bifan	Slycopersicum
GATA	12	24	2.1333446365295376e-6	9.386716400729966e-5	Family	SSD	bifan	Slycopersicum
sequestering of actin monomers	3	3	4.531513918094581e-6	0.010381698386354684	GOBP	SSD	bifan	Slycopersicum
protein heterodimerization activity	10	64	9.28023298384106e-8	1.5720714674626756e-4	GOMF	SSD	bifan	Slycopersicum
actin monomer binding	3	3	4.531513918094581e-6	0.0038381922886261102	GOMF	SSD	bifan	Slycopersicum
potassium:proton antiporter activity	4	11	2.240011649291862e-5	0.012648599113001379	GOMF	SSD	bifan	Slycopersicum
solute:proton antiporter activity	4	16	1.156983101076815e-4	0.04899823433060311	GOMF	SSD	bifan	Slycopersicum
Histone-fold	10	55	2.043441255453746e-8	9.865599530748706e-5	InterPro	SSD	bifan	Slycopersicum
Histone H2A/H2B/H3	8	30	2.222983220087586e-8	9.865599530748706e-5	InterPro	SSD	bifan	Slycopersicum
Profilin conserved site	4	5	3.672655176136985e-7	0.0010866162447797291	InterPro	SSD	bifan	Slycopersicum
Profilin	4	6	1.087381259595198e-6	0.0019303192120333956	InterPro	SSD	bifan	Slycopersicum
Profilin superfamily	4	6	1.087381259595198e-6	0.0019303192120333956	InterPro	SSD	bifan	Slycopersicum
DOMON domain	4	7	2.5040440007440986e-6	0.003704315758434103	InterPro	SSD	bifan	Slycopersicum
Histone H2A	4	10	1.4443107307300184e-5	0.014244113384399603	InterPro	SSD	bifan	Slycopersicum
Histone H2A conserved site	4	10	1.4443107307300184e-5	0.014244113384399603	InterPro	SSD	bifan	Slycopersicum
Histone H2A, C-terminal domain	4	10	1.4443107307300184e-5	0.014244113384399603	InterPro	SSD	bifan	Slycopersicum
HB-other	15	52	6.281071449122961e-5	0.0028264821521053326	Family	WGD	bifan	Vvinifera
Dof	7	19	0.0014563948830674227	0.03276888486901701	Family	WGD	bifan	Vvinifera
structural constituent of chromatin	7	41	2.705882175458783e-6	0.005601176103199681	GOMF	WGD	bifan	Vvinifera
Mitochondrial carrier protein	7	34	7.096506648900564e-7	0.00418271387446307	InterPro	WGD	bifan	Vvinifera
Mitochondrial carrier domain superfamily	8	54	1.587467680959352e-6	0.00418271387446307	InterPro	WGD	bifan	Vvinifera
Mitochondrial substrate/solute carrier	8	54	1.587467680959352e-6	0.00418271387446307	InterPro	WGD	bifan	Vvinifera
GYF domain	4	7	1.8523976414805445e-6	0.00418271387446307	InterPro	WGD	bifan	Vvinifera
eIF3G, RNA recognition motif	3	3	3.609746925090773e-6	0.0046576048896314086	InterPro	WGD	bifan	Vvinifera
Eukaryotic translation initiation factor 3 subunit G	3	3	3.609746925090773e-6	0.0046576048896314086	InterPro	WGD	bifan	Vvinifera
Eukaryotic translation initiation factor 3 subunit G, N-terminal	3	3	3.609746925090773e-6	0.0046576048896314086	InterPro	WGD	bifan	Vvinifera
14-3-3 domain	4	9	6.50831018715604e-6	0.005878305761039336	InterPro	WGD	bifan	Vvinifera
14-3-3 domain superfamily	4	9	6.50831018715604e-6	0.005878305761039336	InterPro	WGD	bifan	Vvinifera
14-3-3 protein	4	9	6.50831018715604e-6	0.005878305761039336	InterPro	WGD	bifan	Vvinifera
GYF-like domain superfamily	4	10	1.0716091967091771e-5	0.008065645220564405	InterPro	WGD	bifan	Vvinifera
Transcription factor IIS, N-terminal	4	10	1.0716091967091771e-5	0.008065645220564405	InterPro	WGD	bifan	Vvinifera
Atypical Arm repeat	3	4	1.4274301042990662e-5	0.008595032468019443	InterPro	WGD	bifan	Vvinifera
Importin-alpha, importin-beta-binding domain	3	4	1.4274301042990662e-5	0.008595032468019443	InterPro	WGD	bifan	Vvinifera
Importin-alpha, importin-beta-binding domain superfamily	3	4	1.4274301042990662e-5	0.008595032468019443	InterPro	WGD	bifan	Vvinifera
Expansin	4	11	1.6636155793928263e-5	0.008838691713574121	InterPro	WGD	bifan	Vvinifera
TFIIS/LEDGF domain superfamily	4	11	1.6636155793928263e-5	0.008838691713574121	InterPro	WGD	bifan	Vvinifera
Zinc finger, FYVE/PHD-type	8	77	2.3686960061946344e-5	0.01188559018219441	InterPro	WGD	bifan	Vvinifera
Expansin, cellulose-binding-like domain	4	13	3.518003784825402e-5	0.014483642578806142	InterPro	WGD	bifan	Vvinifera
Expansin, cellulose-binding-like domain superfamily	4	13	3.518003784825402e-5	0.014483642578806142	InterPro	WGD	bifan	Vvinifera
Expansin/Lol pI	4	13	3.518003784825402e-5	0.014483642578806142	InterPro	WGD	bifan	Vvinifera
Importin subunit alpha	3	5	3.5279023110466685e-5	0.014483642578806142	InterPro	WGD	bifan	Vvinifera
Zinc finger, RING/FYVE/PHD-type	19	436	4.662013044170613e-5	0.01830752252823869	InterPro	WGD	bifan	Vvinifera
FYVE zinc finger	4	14	4.8657935018806005e-5	0.01831160287874399	InterPro	WGD	bifan	Vvinifera
Zinc finger, FYVE-related	4	15	6.555171797362994e-5	0.022500788139834933	InterPro	WGD	bifan	Vvinifera
CENP-T/Histone H4, histone fold	3	6	6.975443621738022e-5	0.022500788139834933	InterPro	WGD	bifan	Vvinifera
Histone H4	3	6	6.975443621738022e-5	0.022500788139834933	InterPro	WGD	bifan	Vvinifera
Histone H4, conserved site	3	6	6.975443621738022e-5	0.022500788139834933	InterPro	WGD	bifan	Vvinifera
